"","X","dm","gdr","smk","age","sbp","chl","refv","AFR_D","AFR_E","AMR_A","AMR_B","AMR_D","EMR_B","EMR_D","EUR_A","EUR_B","EUR_C","SEAR_B","SEAR_D","WPR_B","WPR_A"
"418",418,0,0,0,40,180,6,400001806,"20% to <30%","20% to <30%","30% to <40%","30% to <40%","30% to <40%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","10% to <20%",">=40%","30% to <40%","30% to <40%","20% to <30%"
"419",419,0,0,0,40,180,7,400001807,">=40%","30% to <40%",">=40%",">=40%",">=40%","20% to <30%","30% to <40%","10% to <20%",">=40%","20% to <30%",">=40%",">=40%",">=40%","30% to <40%"
"420",420,0,0,0,40,180,8,400001808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"421",421,0,0,0,50,120,4,500001204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"422",422,0,0,0,50,120,5,500001205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"423",423,0,0,0,50,120,6,500001206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"424",424,0,0,0,50,120,7,500001207,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"425",425,0,0,0,50,120,8,500001208,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"426",426,0,0,0,50,140,4,500001404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"427",427,0,0,0,50,140,5,500001405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"428",428,0,0,0,50,140,6,500001406,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"429",429,0,0,0,50,140,7,500001407,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"430",430,0,0,0,50,140,8,500001408,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","20% to <30%","20% to <30%","10% to <20%","<10%"
"431",431,0,0,0,50,160,4,500001604,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"432",432,0,0,0,50,160,5,500001605,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"433",433,0,0,0,50,160,6,500001606,"<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"434",434,0,0,0,50,160,7,500001607,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","20% to <30%","20% to <30%","10% to <20%","<10%"
"435",435,0,0,0,50,160,8,500001608,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","10% to <20%",">=40%",">=40%","20% to <30%","10% to <20%"
"436",436,0,0,0,50,180,4,500001804,"10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%"
"437",437,0,0,0,50,180,5,500001805,"10% to <20%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","<10%","20% to <30%","10% to <20%","30% to <40%","30% to <40%","20% to <30%","10% to <20%"
"438",438,0,0,0,50,180,6,500001806,"20% to <30%","20% to <30%","30% to <40%","30% to <40%","30% to <40%","20% to <30%","30% to <40%","10% to <20%","20% to <30%","20% to <30%",">=40%",">=40%","30% to <40%","20% to <30%"
"439",439,0,0,0,50,180,7,500001807,">=40%","30% to <40%",">=40%",">=40%",">=40%","30% to <40%",">=40%","10% to <20%",">=40%","30% to <40%",">=40%",">=40%",">=40%","30% to <40%"
"440",440,0,0,0,50,180,8,500001808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"441",441,0,0,0,60,120,4,600001204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"442",442,0,0,0,60,120,5,600001205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"443",443,0,0,0,60,120,6,600001206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"444",444,0,0,0,60,120,7,600001207,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"445",445,0,0,0,60,120,8,600001208,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"446",446,0,0,0,60,140,4,600001404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"447",447,0,0,0,60,140,5,600001405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"448",448,0,0,0,60,140,6,600001406,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"449",449,0,0,0,60,140,7,600001407,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","<10%","<10%"
"450",450,0,0,0,60,140,8,600001408,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","<10%","10% to <20%","<10%","20% to <30%","30% to <40%","10% to <20%","<10%"
"451",451,0,0,0,60,160,4,600001604,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"452",452,0,0,0,60,160,5,600001605,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"453",453,0,0,0,60,160,6,600001606,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%","<10%","<10%","10% to <20%","20% to <30%","10% to <20%","<10%"
"454",454,0,0,0,60,160,7,600001607,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","<10%","10% to <20%","<10%","20% to <30%","30% to <40%","10% to <20%","<10%"
"455",455,0,0,0,60,160,8,600001608,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%",">=40%","30% to <40%","10% to <20%","20% to <30%","10% to <20%",">=40%",">=40%","20% to <30%","10% to <20%"
"456",456,0,0,0,60,180,4,600001804,"20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","<10%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","20% to <30%","10% to <20%"
"457",457,0,0,0,60,180,5,600001805,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","30% to <40%",">=40%","20% to <30%","10% to <20%"
"458",458,0,0,0,60,180,6,600001806,"30% to <40%","20% to <30%","30% to <40%","30% to <40%","30% to <40%",">=40%","30% to <40%","10% to <20%","20% to <30%","20% to <30%",">=40%",">=40%","30% to <40%","20% to <30%"
"459",459,0,0,0,60,180,7,600001807,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","10% to <20%",">=40%","30% to <40%",">=40%",">=40%",">=40%","30% to <40%"
"460",460,0,0,0,60,180,8,600001808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"461",461,0,0,0,70,120,4,700001204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"462",462,0,0,0,70,120,5,700001205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"463",463,0,0,0,70,120,6,700001206,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"464",464,0,0,0,70,120,7,700001207,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"465",465,0,0,0,70,120,8,700001208,"10% to <20%","10% to <20%","<10%","10% to <20%","<10%","20% to <30%","10% to <20%","<10%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%"
"466",466,0,0,0,70,140,4,700001404,"<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"467",467,0,0,0,70,140,5,700001405,"<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"468",468,0,0,0,70,140,6,700001406,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"469",469,0,0,0,70,140,7,700001407,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%"
"470",470,0,0,0,70,140,8,700001408,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%"
"471",471,0,0,0,70,160,4,700001604,"<10%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","10% to <20%","10% to <20%","10% to <20%","<10%"
"472",472,0,0,0,70,160,5,700001605,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"473",473,0,0,0,70,160,6,700001606,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","10% to <20%","10% to <20%"
"474",474,0,0,0,70,160,7,700001607,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%"
"475",475,0,0,0,70,160,8,700001608,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%",">=40%","30% to <40%","20% to <30%","20% to <30%","20% to <30%",">=40%",">=40%","20% to <30%","10% to <20%"
"476",476,0,0,0,70,180,4,700001804,"20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","20% to <30%","10% to <20%"
"477",477,0,0,0,70,180,5,700001805,"30% to <40%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","30% to <40%",">=40%","30% to <40%","20% to <30%"
"478",478,0,0,0,70,180,6,700001806,"30% to <40%","20% to <30%","30% to <40%","30% to <40%","30% to <40%",">=40%",">=40%","20% to <30%","30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%","20% to <30%"
"479",479,0,0,0,70,180,7,700001807,">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%"
"480",480,0,0,0,70,180,8,700001808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"481",481,0,1,1,40,120,4,401011204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"482",482,0,1,1,40,120,5,401011205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"483",483,0,1,1,40,120,6,401011206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"484",484,0,1,1,40,120,7,401011207,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"485",485,0,1,1,40,120,8,401011208,"<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%"
"486",486,0,1,1,40,140,4,401011404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"487",487,0,1,1,40,140,5,401011405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"488",488,0,1,1,40,140,6,401011406,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"489",489,0,1,1,40,140,7,401011407,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"490",490,0,1,1,40,140,8,401011408,"30% to <40%","30% to <40%",">=40%","20% to <30%","10% to <20%","<10%","10% to <20%","<10%","20% to <30%","10% to <20%","20% to <30%",">=40%","20% to <30%","10% to <20%"
"491",491,0,1,1,40,160,4,401011604,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"492",492,0,1,1,40,160,5,401011605,"<10%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%"
"493",493,0,1,1,40,160,6,401011606,"10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"494",494,0,1,1,40,160,7,401011607,"30% to <40%","30% to <40%",">=40%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","<10%","20% to <30%","10% to <20%","20% to <30%",">=40%","20% to <30%","20% to <30%"
"495",495,0,1,1,40,160,8,401011608,">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%","10% to <20%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"496",496,0,1,1,40,180,4,401011804,"20% to <30%","30% to <40%","20% to <30%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","<10%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","30% to <40%","20% to <30%"
"497",497,0,1,1,40,180,5,401011805,"30% to <40%",">=40%","30% to <40%",">=40%","30% to <40%","20% to <30%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","30% to <40%",">=40%",">=40%","30% to <40%"
"498",498,0,1,1,40,180,6,401011806,">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%","10% to <20%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%"
"499",499,0,1,1,40,180,7,401011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"500",500,0,1,1,40,180,8,401011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"501",501,0,1,1,50,120,4,501011204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"502",502,0,1,1,50,120,5,501011205,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"503",503,0,1,1,50,120,6,501011206,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"504",504,0,1,1,50,120,7,501011207,"<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"505",505,0,1,1,50,120,8,501011208,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","<10%","10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","<10%"
"506",506,0,1,1,50,140,4,501011404,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"507",507,0,1,1,50,140,5,501011405,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"508",508,0,1,1,50,140,6,501011406,"<10%","10% to <20%","10% to <20%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"509",509,0,1,1,50,140,7,501011407,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"510",510,0,1,1,50,140,8,501011408,"30% to <40%","30% to <40%",">=40%","20% to <30%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","20% to <30%",">=40%","20% to <30%","20% to <30%"
"511",511,0,1,1,50,160,4,501011604,"<10%","10% to <20%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","10% to <20%","<10%"
"512",512,0,1,1,50,160,5,501011605,"10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"513",513,0,1,1,50,160,6,501011606,"20% to <30%","20% to <30%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","<10%","10% to <20%","10% to <20%","10% to <20%","30% to <40%","20% to <30%","10% to <20%"
"514",514,0,1,1,50,160,7,501011607,"30% to <40%","30% to <40%",">=40%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","30% to <40%",">=40%","30% to <40%","20% to <30%"
"515",515,0,1,1,50,160,8,501011608,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"516",516,0,1,1,50,180,4,501011804,"30% to <40%","30% to <40%","30% to <40%","30% to <40%","20% to <30%","20% to <30%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","20% to <30%","30% to <40%","30% to <40%","20% to <30%"
"517",517,0,1,1,50,180,5,501011805,">=40%",">=40%",">=40%",">=40%","30% to <40%","30% to <40%",">=40%","10% to <20%","30% to <40%","30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%"
"518",518,0,1,1,50,180,6,501011806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","20% to <30%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"519",519,0,1,1,50,180,7,501011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"520",520,0,1,1,50,180,8,501011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"521",521,0,1,1,60,120,4,601011204,"<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%","<10%"
"522",522,0,1,1,60,120,5,601011205,"<10%","<10%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%","<10%","<10%","10% to <20%","<10%","<10%"
"523",523,0,1,1,60,120,6,601011206,"<10%","<10%","10% to <20%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","10% to <20%","<10%","<10%"
"524",524,0,1,1,60,120,7,601011207,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","<10%","10% to <20%","10% to <20%","<10%","20% to <30%","10% to <20%","<10%"
"525",525,0,1,1,60,120,8,601011208,"10% to <20%","10% to <20%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","30% to <40%","10% to <20%","10% to <20%"
"526",526,0,1,1,60,140,4,601011404,"<10%","<10%","10% to <20%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","10% to <20%","10% to <20%","<10%"
"527",527,0,1,1,60,140,5,601011405,"10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","<10%","20% to <30%","10% to <20%","<10%"
"528",528,0,1,1,60,140,6,601011406,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"529",529,0,1,1,60,140,7,601011407,"20% to <30%","10% to <20%","30% to <40%","20% to <30%","10% to <20%","30% to <40%","30% to <40%","10% to <20%","20% to <30%","20% to <30%","10% to <20%",">=40%","20% to <30%","10% to <20%"
"530",530,0,1,1,60,140,8,601011408,"30% to <40%","30% to <40%",">=40%","30% to <40%","20% to <30%",">=40%",">=40%","20% to <30%","30% to <40%","30% to <40%","20% to <30%",">=40%","30% to <40%","20% to <30%"
"531",531,0,1,1,60,160,4,601011604,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","20% to <30%","10% to <20%"
"532",532,0,1,1,60,160,5,601011605,"20% to <30%","10% to <20%","30% to <40%","20% to <30%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","30% to <40%","20% to <30%","10% to <20%"
"533",533,0,1,1,60,160,6,601011606,"20% to <30%","20% to <30%",">=40%","30% to <40%","20% to <30%","30% to <40%",">=40%","10% to <20%","20% to <30%","30% to <40%","20% to <30%",">=40%","30% to <40%","20% to <30%"
"534",534,0,1,1,60,160,7,601011607,"30% to <40%","30% to <40%",">=40%","30% to <40%","30% to <40%",">=40%",">=40%","20% to <30%","30% to <40%",">=40%","30% to <40%",">=40%",">=40%","30% to <40%"
"535",535,0,1,1,60,160,8,601011608,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"536",536,0,1,1,60,180,4,601011804,"30% to <40%","30% to <40%",">=40%",">=40%","30% to <40%",">=40%",">=40%","20% to <30%","30% to <40%",">=40%","30% to <40%",">=40%",">=40%","30% to <40%"
"537",537,0,1,1,60,180,5,601011805,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%","30% to <40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"538",538,0,1,1,60,180,6,601011806,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"539",539,0,1,1,60,180,7,601011807,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"540",540,0,1,1,60,180,8,601011808,">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%",">=40%"
"541",541,0,1,1,70,120,4,701011204,"<10%","<10%","10% to <20%","<10%","<10%","10% to <20%","10% to <20%","<10%","<10%","10% to <20%","<10%","10% to <20%","<10%","<10%"
"542",542,0,1,1,70,120,5,701011205,"<10%","<10%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","10% to <20%","<10%","10% to <20%","10% to <20%","10% to <20%"
"543",543,0,1,1,70,120,6,701011206,"10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"544",544,0,1,1,70,120,7,701011207,"10% to <20%","10% to <20%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","30% to <40%","10% to <20%","10% to <20%","20% to <30%","10% to <20%","20% to <30%","10% to <20%","10% to <20%"
"545",545,0,1,1,70,120,8,701011208,"10% to <20%","10% to <20%",">=40%","20% to <30%","20% to <30%","30% to <40%",">=40%","20% to <30%","20% to <30%","30% to <40%","10% to <20%","30% to <40%","20% to <30%","10% to <20%"
